id,name
103,Generación programada P48 Exportación Portugal
104,Generación programada P48 Exportación Marruecos
105,Generación programada P48 Exportación Andorra
106,Generación programada PHF1 Hidráulica UGH
107,Generación programada PHF1 Hidráulica no UGH
108,Generación programada PHF1 Turbinación bombeo
109,Generación programada PHF1 Nuclear
110,Generación programada PHF1 Hulla antracita Anexo II RD 134/2010
111,Generación programada PHF1 Hulla sub-bituminosa Anexo II RD 134/2010
112,Generación programada PHF1 Hulla antracita
113,Generación programada PHF1 Hulla sub-bituminosa
114,Generación programada PHF1 Ciclo combinado
115,Generación programada PHF1 Fuel
116,Generación programada PHF1 Gas Natural
117,Generación programada PHF1 Eólica terrestre
118,Generación programada PHF1 Eólica marina
119,Generación programada PHF1 Solar fotovoltaica
120,Generación programada PHF1 Solar térmica
121,Generación programada PHF1 Oceano y geotérmica
122,Generación programada PHF1 Gas Natural Cogeneración
123,Generación programada PHF1 Derivados del petróleo ó carbón
124,Generación programada PHF1 Subproductos minería
125,Generación programada PHF1 Energía residual
126,Generación programada PHF1 Biomasa
127,Generación programada PHF1 Biogas
128,Generación programada PHF1 Residuos domésticos y similares
129,Generación programada PHF1 Residuos varios
130,Generación programada PHF1 Consumo bombeo
131,Generación programada PHF1 Enlace Baleares
132,Generación programada PHF1 Genéricas
133,Generación programada PHF1 Importación Francia
134,Generación programada PHF1 Importación Portugal
135,Generación programada PHF1 Importación Marruecos
136,Generación programada PHF1 Importación Andorra
137,Generación programada PHF1 Exportación Francia
138,Generación programada PHF1 Exportación Portugal
139,Generación programada PHF1 Exportación Marruecos
140,Generación programada PHF1 Exportación Andorra
141,Generación programada PHF2 Hidráulica UGH
142,Generación programada PHF2 Hidráulica no UGH
143,Generación programada PHF2 Turbinación bombeo
144,Generación programada PHF2 Nuclear
145,Generación programada PHF2 Hulla antracita Anexo II RD 134/2010
146,Generación programada PHF2 Hulla sub-bituminosa Anexo II RD 134/2010
147,Generación programada PHF2 Hulla antracita
148,Generación programada PHF2 Hulla sub-bituminosa
149,Generación programada PHF2 Ciclo combinado
150,Generación programada PHF2 Fuel
151,Generación programada PHF2 Gas Natural
152,Generación programada PHF2 Eólica terrestre
153,Generación programada PHF2 Eólica marina
154,Generación programada PHF2 Solar fotovoltaica
155,Generación programada PHF2 Solar térmica
156,Generación programada PHF2 Oceano y geotérmica
157,Generación programada PHF2 Gas Natural Cogeneración
158,Generación programada PHF2 Derivados del petróleo ó carbón
159,Generación programada PHF2 Subproductos minería
160,Generación programada PHF2 Energía residual
161,Generación programada PHF2 Biomasa
162,Generación programada PHF2 Biogas
163,Generación programada PHF2 Residuos domésticos y similares
164,Generación programada PHF2 Residuos varios
165,Generación programada PHF2 Consumo bombeo
166,Generación programada PHF2 Enlace Baleares
167,Generación programada PHF2 Genéricas
168,Generación programada PHF2 Importación Francia
169,Generación programada PHF2 Importación Portugal
170,Generación programada PHF2 Importación Marruecos
171,Generación programada PHF2 Importación Andorra
172,Generación programada PHF2 Exportación Francia
173,Generación programada PHF2 Exportación Portugal
174,Generación programada PHF2 Exportación Marruecos
175,Generación programada PHF2 Exportación Andorra
176,Generación programada PHF3 Hidráulica UGH
177,Generación programada PHF3 Hidráulica no UGH
178,Generación programada PHF3 Turbinación bombeo
179,Generación programada PHF3 Nuclear
180,Generación programada PHF3 Hulla antracita Anexo II RD 134/2010
181,Generación programada PHF3 Hulla sub-bituminosa Anexo II RD 134/2010
182,Generación programada PHF3 Hulla antracita
183,Generación programada PHF3 Hulla sub-bituminosa
184,Generación programada PHF3 Ciclo combinado
185,Generación programada PHF3 Fuel
186,Generación programada PHF3 Gas Natural
187,Generación programada PHF3 Eólica terrestre
188,Generación programada PHF3 Eólica marina
189,Generación programada PHF3 Solar fotovoltaica
190,Generación programada PHF3 Solar térmica
191,Generación programada PHF3 Oceano y geotérmica
192,Generación programada PHF3 Gas Natural Cogeneración
193,Generación programada PHF3 Derivados del petróleo ó carbón
194,Generación programada PHF3 Subproductos minería
195,Generación programada PHF3 Energía residual
196,Generación programada PHF3 Biomasa
197,Generación programada PHF3 Biogas
198,Generación programada PHF3 Residuos domésticos y similares
199,Generación programada PHF3 Residuos varios
200,Generación programada PHF3 Consumo bombeo
201,Generación programada PHF3 Enlace Baleares
202,Generación programada PHF3 Genéricas
203,Generación programada PHF3 Importación Francia
204,Generación programada PHF3 Importación Portugal
205,Generación programada PHF3 Importación Marruecos
206,Generación programada PHF3 Importación Andorra
207,Generación programada PHF3 Exportación Francia
208,Generación programada PHF3 Exportación Portugal
209,Generación programada PHF3 Exportación Marruecos
210,Generación programada PHF3 Exportación Andorra
211,Generación programada PHF4 Hidráulica UGH
212,Generación programada PHF4 Hidráulica no UGH
213,Generación programada PHF4 Turbinación bombeo
214,Generación programada PHF4 Nuclear
215,Generación programada PHF4 Hulla antracita Anexo II RD 134/2010
216,Generación programada PHF4 Hulla sub-bituminosa Anexo II RD 134/2010
217,Generación programada PHF4 Hulla antracita
218,Generación programada PHF4 Hulla sub-bituminosa
219,Generación programada PHF4 Ciclo combinado
220,Generación programada PHF4 Fuel
221,Generación programada PHF4 Gas Natural
222,Generación programada PHF4 Eólica terrestre
223,Generación programada PHF4 Eólica marina
224,Generación programada PHF4 Solar fotovoltaica
225,Generación programada PHF4 Solar térmica
226,Generación programada PHF4 Oceano y geotérmica
227,Generación programada PHF4 Gas Natural Cogeneración
228,Generación programada PHF4 Derivados del petróleo ó carbón
229,Generación programada PHF4 Subproductos minería
230,Generación programada PHF4 Energía residual
231,Generación programada PHF4 Biomasa
232,Generación programada PHF4 Biogas
233,Generación programada PHF4 Residuos domésticos y similares
234,Generación programada PHF4 Residuos varios
235,Generación programada PHF4 Consumo bombeo
236,Generación programada PHF4 Enlace Baleares
237,Generación programada PHF4 Genéricas
238,Generación programada PHF4 Importación Francia
239,Generación programada PHF4 Importación Portugal
240,Generación programada PHF4 Importación Marruecos
241,Generación programada PHF4 Importación Andorra
242,Generación programada PHF4 Exportación Francia
243,Generación programada PHF4 Exportación Portugal
244,Generación programada PHF4 Exportación Marruecos
245,Generación programada PHF4 Exportación Andorra
246,Generación programada PHF5 Hidráulica UGH
247,Generación programada PHF5 Hidráulica no UGH
248,Generación programada PHF5 Turbinación bombeo
249,Generación programada PHF5 Nuclear
250,Generación programada PHF5 Hulla antracita Anexo II RD 134/2010
251,Generación programada PHF5 Hulla sub-bituminosa Anexo II RD 134/2010
252,Generación programada PHF5 Hulla antracita
253,Generación programada PHF5 Hulla sub-bituminosa
254,Generación programada PHF5 Ciclo combinado
255,Generación programada PHF5 Fuel
256,Generación programada PHF5 Gas Natural
257,Generación programada PHF5 Eólica terrestre
258,Generación programada PHF5 Eólica marina
259,Generación programada PHF5 Solar fotovoltaica
260,Generación programada PHF5 Solar térmica
261,Generación programada PHF5 Oceano y geotérmica
262,Generación programada PHF5 Gas Natural Cogeneración
263,Generación programada PHF5 Derivados del petróleo ó carbón
264,Generación programada PHF5 Subproductos minería
265,Generación programada PHF5 Energía residual
266,Generación programada PHF5 Biomasa
267,Generación programada PHF5 Biogas
268,Generación programada PHF5 Residuos domésticos y similares
269,Generación programada PHF5 Residuos varios
270,Generación programada PHF5 Consumo bombeo
271,Generación programada PHF5 Enlace Baleares
272,Generación programada PHF5 Genéricas
273,Generación programada PHF5 Importación Francia
274,Generación programada PHF5 Importación Portugal
275,Generación programada PHF5 Importación Marruecos
276,Generación programada PHF5 Importación Andorra
277,Generación programada PHF5 Exportación Francia
278,Generación programada PHF5 Exportación Portugal
279,Generación programada PHF5 Exportación Marruecos
280,Generación programada PHF5 Exportación Andorra
281,Generación programada PHF6 Hidráulica UGH
282,Generación programada PHF6 Hidráulica no UGH
283,Generación programada PHF6 Turbinación bombeo
284,Generación programada PHF6 Nuclear
285,Generación programada PHF6 Hulla antracita Anexo II RD 134/2010
286,Generación programada PHF6 Hulla sub-bituminosa Anexo II RD 134/2010
287,Generación programada PHF6 Hulla antracita
288,Generación programada PHF6 Hulla sub-bituminosa
289,Generación programada PHF6 Ciclo combinado
290,Generación programada PHF6 Fuel
291,Generación programada PHF6 Gas Natural
292,Generación programada PHF6 Eólica terrestre
293,Generación programada PHF6 Eólica marina
294,Generación programada PHF6 Solar fotovoltaica
295,Generación programada PHF6 Solar térmica
296,Generación programada PHF6 Oceano y geotérmica
297,Generación programada PHF6 Gas Natural Cogeneración
298,Generación programada PHF6 Derivados del petróleo ó carbón
299,Generación programada PHF6 Subproductos minería
300,Generación programada PHF6 Energía residual
301,Generación programada PHF6 Biomasa
302,Generación programada PHF6 Biogas
303,Generación programada PHF6 Residuos domésticos y similares
304,Generación programada PHF6 Residuos varios
305,Generación programada PHF6 Consumo bombeo
306,Generación programada PHF6 Enlace Baleares
307,Generación programada PHF6 Genéricas
308,Generación programada PHF6 Importación Francia
309,Generación programada PHF6 Importación Portugal
310,Generación programada PHF6 Importación Marruecos
311,Generación programada PHF6 Importación Andorra
312,Generación programada PHF6 Exportación Francia
313,Generación programada PHF6 Exportación Portugal
314,Generación programada PHF6 Exportación Marruecos
315,Generación programada PHF6 Exportación Andorra
316,Generación programada PHF7 Hidráulica UGH
317,Generación programada PHF7 Hidráulica no UGH
318,Generación programada PHF7 Turbinación bombeo
319,Generación programada PHF7 Nuclear
320,Generación programada PHF7 Hulla antracita Anexo II RD 134/2010
321,Generación programada PHF7 Hulla sub-bituminosa Anexo II RD 134/2010
322,Generación programada PHF7 Hulla antracita
323,Generación programada PHF7 Hulla sub-bituminosa
324,Generación programada PHF7 Ciclo combinado
325,Generación programada PHF7 Fuel
326,Generación programada PHF7 Gas Natural
327,Generación programada PHF7 Eólica terrestre
328,Generación programada PHF7 Eólica marina
329,Generación programada PHF7 Solar fotovoltaica
330,Generación programada PHF7 Solar térmica
331,Generación programada PHF7 Oceano y geotérmica
332,Generación programada PHF7 Gas Natural Cogeneración
333,Generación programada PHF7 Derivados del petróleo ó carbón
334,Generación programada PHF7 Subproductos minería
335,Generación programada PHF7 Energía residual
336,Generación programada PHF7 Biomasa
337,Generación programada PHF7 Biogas
338,Generación programada PHF7 Residuos domésticos y similares
339,Generación programada PHF7 Residuos varios
340,Generación programada PHF7 Consumo bombeo
341,Generación programada PHF7 Enlace Baleares
342,Generación programada PHF7 Genéricas
343,Generación programada PHF7 Importación Francia
344,Generación programada PHF7 Importación Portugal
345,Generación programada PHF7 Importación Marruecos
346,Generación programada PHF7 Importación Andorra
347,Generación programada PHF7 Exportación Francia
348,Generación programada PHF7 Exportación Portugal
349,Generación programada PHF7 Exportación Marruecos
350,Generación programada PHF7 Exportación Andorra
351,Demanda programada PBF Comercializadores mercado libre
352,Demanda programada PBF Comercializadores de referencia
353,Demanda programada PBF Consumos directos en mercado
354,Demanda programada PBF Consumo de Servicios Auxiliares
355,Demanda programada PBF Corrección eólica
356,Demanda programada PBF Corrección solar
357,Demanda programada PBF Corrección REE
358,Demanda programada PVP Comercializadores mercado libre
359,Demanda programada PVP Comercializadores de referencia
360,Demanda programada PVP Consumos directos en mercado
361,Demanda programada PVP Consumo de Servicios Auxiliares
362,Demanda programada PVP Corrección eólica
363,Demanda programada PVP Corrección solar
364,Demanda programada PVP Corrección REE
365,Demanda programada P48 Comercializadores mercado libre
366,Demanda programada P48 Comercializadores de referencia
367,Demanda programada P48 Consumos directos en mercado
368,Demanda programada P48 Consumo de Servicios Auxiliares
369,Demanda programada P48 Corrección eólica
370,Demanda programada P48 Corrección solar
371,Demanda programada P48 Corrección REE
372,Demanda programada PHF1 Comercializadores mercado libre
373,Demanda programada PHF1 Comercializadores de referencia
374,Demanda programada PHF1 Consumos directos en mercado
375,Demanda programada PHF1 Consumo de Servicios Auxiliares
376,Demanda programada PHF1 Corrección eólica
377,Demanda programada PHF1 Corrección solar
378,Demanda programada PHF1 Corrección REE
379,Demanda programada PHF2 Comercializadores mercado libre
380,Demanda programada PHF2 Comercializadores de referencia
381,Demanda programada PHF2 Consumos directos en mercado
382,Demanda programada PHF2 Consumo de Servicios Auxiliares
383,Demanda programada PHF2 Corrección eólica
384,Demanda programada PHF2 Corrección solar
385,Demanda programada PHF2 Corrección REE
386,Demanda programada PHF3 Comercializadores mercado libre
387,Demanda programada PHF3 Comercializadores de referencia
388,Demanda programada PHF3 Consumos directos en mercado
389,Demanda programada PHF3 Consumo de Servicios Auxiliares
390,Demanda programada PHF3 Corrección eólica
391,Demanda programada PHF3 Corrección solar
392,Demanda programada PHF3 Corrección REE
393,Demanda programada PHF4 Comercializadores mercado libre
394,Demanda programada PHF4 Comercializadores de referencia
395,Demanda programada PHF4 Consumos directos en mercado
396,Demanda programada PHF4 Consumo de Servicios Auxiliares
397,Demanda programada PHF4 Corrección eólica
398,Demanda programada PHF4 Corrección solar
399,Demanda programada PHF4 Corrección REE
400,Demanda programada PHF5 Comercializadores mercado libre
401,Demanda programada PHF5 Comercializadores de referencia
402,Demanda programada PHF5 Consumos directos en mercado
403,Demanda programada PHF5 Consumo de Servicios Auxiliares
404,Demanda programada PHF5 Corrección eólica
405,Demanda programada PHF5 Corrección solar
406,Demanda programada PHF5 Corrección REE
407,Demanda programada PHF6 Comercializadores mercado libre
408,Demanda programada PHF6 Comercializadores de referencia
409,Demanda programada PHF6 Consumos directos en mercado
410,Demanda programada PHF6 Consumo de Servicios Auxiliares
411,Demanda programada PHF6 Corrección eólica
412,Demanda programada PHF6 Corrección solar
413,Demanda programada PHF6 Corrección REE
414,Demanda programada PHF7 Comercializadores mercado libre
415,Demanda programada PHF7 Comercializadores de referencia
416,Demanda programada PHF7 Consumos directos en mercado
417,Demanda programada PHF7 Consumo de Servicios Auxiliares
418,Demanda programada PHF7 Corrección eólica
419,Demanda programada PHF7 Corrección solar
420,Demanda programada PHF7 Corrección REE
421,Programa bilateral PBF Hidráulica UGH
422,Programa bilateral PBF Hidráulica no UGH
423,Programa bilateral PBF Turbinación bombeo
424,Programa bilateral PBF Nuclear
425,Programa bilateral PBF Hulla antracita Anexo II RD 134/2010
426,Programa bilateral PBF Hulla sub-bituminosa Anexo II RD 134/2010
427,Programa bilateral PBF Hulla antracita
428,Programa bilateral PBF Hulla sub-bituminosa
429,Programa bilateral PBF Ciclo combinado
430,Programa bilateral PBF Fuel
431,Programa bilateral PBF Gas Natural
432,Programa bilateral PBF Eólica terrestre
433,Programa bilateral PBF Eólica marina
434,Programa bilateral PBF Solar fotovoltaica
435,Programa bilateral PBF Solar térmica
436,Programa bilateral PBF Oceano y geotérmica
437,Programa bilateral PBF Gas Natural Cogeneración
438,Programa bilateral PBF Derivados del petróleo ó carbón
439,Programa bilateral PBF Subproductos minería
440,Programa bilateral PBF Energía residual
441,Programa bilateral PBF Biomasa
442,Programa bilateral PBF Biogas
443,Programa bilateral PBF Residuos domésticos y similares
444,Programa bilateral PBF Residuos varios
445,Programa bilateral PBF Consumo bombeo
446,Programa bilateral PBF Importación Francia
447,Programa bilateral PBF Importación Portugal
448,Programa bilateral PBF Importación Marruecos
449,Programa bilateral PBF Importación Andorra
450,Programa bilateral PBF Exportación Francia
451,Programa bilateral PBF Exportación Portugal
452,Programa bilateral PBF Exportación Marruecos
453,Programa bilateral PBF Exportación Andorra
454,Programa bilateral PBF Comercialización Mercado Libre ventas
455,Programa bilateral PBF Genéricas ventas
456,Programa bilateral PBF Comercialización Mercado Libre bajar
457,Programa bilateral PBF Comercialización Último Recurso
458,Programa bilateral PBF Consumo Directo en Mercado
459,Programa bilateral PBF Genéricas bajar
460,Previsión diaria de la demanda eléctrica peninsular
461,Previsión mensual de la demanda eléctrica peninsular
462,Potencia indisponible de generación en PBF
463,Potencia indisponible de generación en el cierre
464,Potencia instalada de generación Hidráulica UGH
465,Potencia instalada de generación Turbinación bombeo
466,Potencia instalada de generación Nuclear
467,Potencia instalada de generación Hulla antracita
468,Potencia instalada de generación Hulla sub-bituminosa
469,Potencia instalada de generación Ciclo combinado
470,Potencia instalada de generación Fuel
471,Potencia instalada de generación Gas Natural
472,Potencia disponible de generación Hidráulica UGH horizonte horario
473,Potencia disponible de generación Turbinación bombeo horizonte horario
474,Potencia disponible de generación Nuclear horizonte horario
475,Potencia disponible de generación Hulla antracita horizonte horario
476,Potencia disponible de generación Hulla sub-bituminosa horizonte horario
477,Potencia disponible de generación Ciclo combinado horizonte horario
478,Potencia disponible de generación Fuel horizonte horario
479,Potencia disponible de generación Gas Natural horizonte horario
480,Potencia disponible de generación Hidráulica UGH horizonte año móvil
481,Potencia disponible de generación Turbinación bombeo horizonte año móvil
482,Potencia disponible de generación Nuclear horizonte año móvil
483,Potencia disponible de generación Hulla antracita horizonte año móvil
484,Potencia disponible de generación Hulla sub-bituminosa horizonte año móvil
485,Potencia disponible de generación Ciclo combinado horizonte año móvil
486,Potencia disponible de generación Fuel horizonte año móvil
487,Potencia disponible de generación Gas Natural horizonte año móvil
488,Capacidad de intercambio comercial en la interconexión con Francia importación
489,Capacidad de intercambio comercial en la interconexión con Portugal importación
490,Capacidad de intercambio comercial en la interconexión con Marruecos importación
491,Capacidad de intercambio comercial en la interconexión con Andorra importación
492,Capacidad de intercambio comercial en la interconexión con Francia exportación
493,Capacidad de intercambio comercial en la interconexión con Portugal exportación
494,Capacidad de intercambio comercial en la interconexión con Marruecos exportación
495,Capacidad de intercambio comercial en la interconexión con Andorra exportación
496,Capacidad de intercambio autorizada en la interconexión con Francia importación
497,Capacidad de intercambio autorizada en la interconexión con Francia exportación
498,Capacidad de intercambio prevista en la interconexión con Francia horizonte semanal importación
499,Capacidad de intercambio prevista en la interconexión con Portugal horizonte semanal importación
500,Capacidad de intercambio prevista en la interconexión con Marruecos horizonte semanal importación
501,Capacidad de intercambio prevista en la interconexión con Andorra horizonte semanal importación
502,Capacidad de intercambio prevista en la interconexión con Francia horizonte semanal exportación
503,Capacidad de intercambio prevista en la interconexión con Portugal horizonte semanal exportación
504,Capacidad de intercambio prevista en la interconexión con Marruecos horizonte semanal exportación
505,Capacidad de intercambio prevista en la interconexión con Andorra horizonte semanal exportación
506,Capacidad de intercambio ATC en la interconexiones con Francia horizonte diario importación
507,Capacidad de intercambio ATC en la interconexiones con Francia horizonte diario exportación
510,Capacidad de intercambio prevista en la interconexión con Francia horizonte mensual importación
511,Capacidad de intercambio prevista en la interconexión con Portugal horizonte mensual importación
512,Capacidad de intercambio prevista en la interconexión con Marruecos horizonte mensual importación
513,Capacidad de intercambio prevista en la interconexión con Andorra horizonte mensual importación
514,Capacidad de intercambio prevista en la interconexión con Francia horizonte mensual exportación
515,Capacidad de intercambio prevista en la interconexión con Portugal horizonte mensual exportación
516,Capacidad de intercambio prevista en la interconexión con Marruecos horizonte mensual exportación
517,Capacidad de intercambio prevista en la interconexión con Andorra horizonte mensual exportación
518,Capacidad de intercambio prevista en la interconexión con Francia horizonte año móvil importación
519,Capacidad de intercambio prevista en la interconexión con Portugal horizonte año móvil importación
520,Capacidad de intercambio prevista en la interconexión con Marruecos horizonte año móvil importación
521,Capacidad de intercambio prevista en la interconexión con Andorra horizonte año móvil importación
522,Capacidad de intercambio prevista en la interconexión con Francia horizonte año móvil exportación
523,Capacidad de intercambio prevista en la interconexión con Portugal horizonte año móvil exportación
524,Capacidad de intercambio prevista en la interconexión con Marruecos horizonte año móvil exportación
525,Capacidad de intercambio prevista en la interconexión con Andorra horizonte año móvil exportación
526,Perfiles de consumo a efectos de facturación del PVPC Tarifa 2.0.A (peaje por defecto)
527,Perfiles de consumo a efectos de facturación del PVPC Tarifa 2.0.DHA (Eficiencia 2 periodos)
528,Perfiles de consumo a efectos de facturación del PVPC Tarifa 2.0.DHS (vehículo eléctrico)
529,Perfil final de consumo A (tarifa 2.0.A)
530,Perfil final de consumo B (tarifa 2.0.DHA)
531,Perfil final de consumo C (tarifa 3.0A)
532,Perfil final de consumo D (tarifa 2.0.DHS)
533,Programa comercial en la interconexión con Francia importación
534,Programa comercial en la interconexión con Francia exportación
535,Programas balance transfronterizo con Francia importación
536,Programas balance transfronterizo con Francia exportación
537,Programa saldo del mercado en la interconexión con Portugal importación
538,Programa saldo del mercado en la interconexión con Portugal exportación
539,Programas balance transfronterizo con Portugal importación
540,Programas balance transfronterizo con Portugal exportación
541,Previsión de la producción eólica nacional peninsular
542,Generación prevista Solar fotovoltaica
543,Generación prevista Solar térmica
544,Demanda prevista
545,Demanda programada
546,Generación T.Real hidráulica
547,Generación T.Real carbón
548,Generación T.Real fuel-gas
549,Generación T.Real nuclear
550,Generación T.Real C.Combinado
551,Generación T.Real eólica
552,Generación T.Real solar
553,Generación T.Real intercambios
554,Generación T.Real enlace balear
555,Resto generación T.Real
556,Saldo horario de interconexión con Francia importación telemedidas
557,Saldo horario de interconexión con Portugal importación telemedidas
558,Saldo horario de interconexión con Andorra importación telemedidas
559,Saldo horario de interconexión con Marruecos importación telemedidas
560,Saldo horario de interconexión con Francia exportación telemedidas
561,Saldo horario de interconexión con Portugal exportación telemedidas
562,Saldo horario de interconexión con Andorra exportación telemedidas
563,Saldo horario de interconexión con Marruecos exportación telemedidas
564,Programas de countertrading Francia importación
565,Programas de countertrading Francia exportación
566,Programas de countertrading Portugal importación
567,Programas de countertrading Portugal exportación
568,Posición Neta diaria Sistema Peninsular con Portugal y Francia importación
569,Posición Neta diaria Sistema Peninsular con Portugal y Francia exportación
570,Capacidad prevista en el enlace Península - Baleares
571,Programas horarios en el enlace Península - Baleares sentido Baleares-Península
572,Programas horarios en el enlace Península - Baleares sentido Península-Baleares
573,Precio medio de la demanda en los SNP por sistema
574,Precio medio de la generación en los SNP por sistema
578,Precio Mallorca-Menorca con enlace
579,Precio Mallorca-Menorca sin enlace
600,Precio mercado SPOT Diario
602,Energía asignada en Mercado SPOT Diario España
603,Previsión semanal de la demanda eléctrica peninsular
604,Previsión máxima mensual de la demanda eléctrica peninsular
605,Energía asignada en Mercado SPOT Intradiario sesión 1
606,Energía asignada en Mercado SPOT Intradiario sesión 2
607,Energía asignada en Mercado SPOT Intradiario sesión 3
608,Energía asignada en Mercado SPOT Intradiario sesión 4
609,Energía asignada en Mercado SPOT Intradiario sesión 5
610,Energía asignada en Mercado SPOT Intradiario sesión 6
611,Energía asignada en Mercado SPOT Intradiario sesión 7
612,Precio mercado SPOT Intradiario Sesión 1
613,Precio mercado SPOT Intradiario Sesión 2
614,Precio mercado SPOT Intradiario Sesión 3
615,Precio mercado SPOT Intradiario Sesión 4
616,Precio mercado SPOT Intradiario Sesión 5
617,Precio mercado SPOT Intradiario Sesión 6
618,Precio mercado SPOT Intradiario Sesión 7
619,Previsión mínima mensual de la demanda eléctrica peninsular
620,Previsión máxima anual de la demanda eléctrica peninsular
621,Previsión mínima anual de la demanda eléctrica peninsular
622,Margen generación disponible - máxima demanda prevista
623,Índice de llenado medio semanal de almacenamiento hidráulico
624,Demanda real máximo diario
625,Demanda real mínimo diario
626,Requerimientos Reserva de potencia adicional a subir
627,Asignación Reserva de potencia adicional a subir
628,Precio Reserva de potencia adicional a subir
630,Requerimientos Banda de regulación secundaria a subir
631,Requerimientos Banda de regulación secundaria a bajar
632,Asignación Banda de regulación secundaria a subir
633,Asignación Banda de regulación secundaria a bajar
634,Precio Banda de regulación secundaria
636,Energía Solución de Restricciones técnicas del mercado seguridad del intradiario sesión 1 subir
637,Energía Solución de Restricciones técnicas del mercado seguridad del intradiario sesión 2 subir
638,Energía Solución de Restricciones técnicas del mercado seguridad del intradiario sesión 3 subir
639,Energía Solución de Restricciones técnicas del mercado seguridad del intradiario sesión 4 subir
640,Energía Solución de Restricciones técnicas del mercado seguridad del intradiario sesión 5 subir
641,Energía Solución de Restricciones técnicas del mercado seguridad del intradiario sesión 6 subir
642,Energía Solución de Restricciones técnicas del mercado seguridad del intradiario sesión 7 subir
643,Energía Solución de Restricciones técnicas del mercado seguridad del intradiario sesión 1 bajar
